OG	correlation_coeff	p-value	sig_after_multiple_testing
N0.HOG0000686	-0.11188811188811189	0.729194990751066	n
N0.HOG0000241	0.2027972027972028	0.5273023541661082	n
N0.HOG0000550	0.021015794050150385	0.9483118884972519	n
N0.HOG0000157	-0.10489510489510491	0.7456094809807079	n
N0.HOG0001112	-0.10489510489510491	0.7456094809807079	n
N0.HOG0000166	0.5034965034965035	0.09515736659412469	n
N0.HOG0000549	0.013986013986013986	0.9655902689187795	n
N0.HOG0001218	0.24203120058654198	0.44851277797292655	n
N0.HOG0004409	-0.18864196516304008	0.5570972684616313	n
N0.HOG0000673	-0.15660842390893895	0.6269248019462761	n
N0.HOG0001492	0.41999531866488177	0.17404880649770288	n
N0.HOG0007210	-0.14816194208498978	0.6458461551589187	n
N0.HOG0001239	-0.3356643356643357	0.2861229029149875	n
N0.HOG0000220	-0.16783216783216784	0.602099427786538	n
N0.HOG0000248	0.07251137838120374	0.8227991261167644	n
N0.HOG0002868	-0.1126788504326398	0.7273453279440116	n
N0.HOG0000926	0.09965990612387024	0.7579621900716275	n
N0.HOG0001054	-0.21678321678321683	0.49855598552418856	n
N0.HOG0003778	0.3846153846153847	0.21702022575997748	n
N0.HOG0000978	0.4545454545454546	0.13765791634772945	n
N0.HOG0019705	0.1885295837911297	0.5573365380454538	n
N0.HOG0008498	0.07042428152039987	0.827831199192635	n
N0.HOG0005513	0.2031526758181204	0.5265630529109769	n
N0.HOG0013503	-0.34325796948578974	0.27467140968540055	n
N0.HOG0001777	0.3943759765142393	0.20458190665795498	n
N0.HOG0000668	0.23076923076923078	0.470531995381542	n
N0.HOG0000194	-0.4640728216397039	0.12856990475703262	n
N0.HOG0001040	0.29578198238567943	0.3505963593981538	n
N0.HOG0001774	0.10823759170089164	0.7377511951161495	n
N0.HOG0001557	-0.28721585201872196	0.3653744519387	n
N0.HOG0001693	0.28873955423363945	0.36272223973310513	n
N0.HOG0000045	0.1188811188811189	0.712884219214772	n
N0.HOG0000244	0.1958041958041958	0.5419358857313175	n
N0.HOG0002244	0.4755244755244756	0.11817595701303213	n
N0.HOG0001274	0.19614741113473694	0.5412137259515317	n
N0.HOG0001030	-0.2797202797202798	0.37856866966230307	n
N0.HOG0002579	0.21716320518488735	0.49778490192726343	n
N0.HOG0000049	0.5524475524475525	0.06251148327961512	n
N0.HOG0000707	0.4859275424907591	0.1092271849290281	n
N0.HOG0001077	0.24653868649609267	0.43984026997998227	n
